term_type,canonical_name,aliases,category,active,priority,confidence,metadata_json
product,Flow Control Tube/10ml in 12hrs,Flow Control Tube/10ml in 12hrs,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Flow Control w/ Tubing 10ml/ 4hr,Flow Control w/ Tubing 10ml/ 4hr,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Fluorescein Stain Strips,Fluorescein Stain Strips,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Flush E-tube with Water,Flush E-tube with Water,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Flush IV Catheter,Flush IV Catheter,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Flush Urinary Catheter,Flush Urinary Catheter,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Flushing Syringe Curved Tip --12 cc,Flushing Syringe Curved Tip --12 cc,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Fracture Repair - IM Pinning,Fracture Repair - IM Pinning,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Fracture Repair- K-E Apparatus,Fracture Repair- K-E Apparatus,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Fracture Repair-Mandibular Sym,Fracture Repair-Mandibular Sym,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Free Style Libre Glucose,Free Style Libre Glucose,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Frontline GOLD 6ct $12 Instant Rebate,Frontline GOLD 6ct $12 Instant Rebate,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,"FT4, cTSH (Thyroid Profile 6) (IRL 852)","FT4, cTSH (Thyroid Profile 6) (IRL 852)",evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Fungassay or DTM,Fungassay or DTM,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Fvrc-P 1#,Fvrc-P 1#,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Fvrc-P 2#,Fvrc-P 2#,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Fvrc-P 3#,Fvrc-P 3#,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Gastropexy,Gastropexy,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Gastrotomy,Gastrotomy,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Gauze roll 2in,Gauze roll 2in,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Gauze roll 3in,Gauze roll 3in,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,"Gauze roll 4 ""","Gauze roll 4 """,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Gauze Square 2x2 P200,Gauze Square 2x2 P200,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Gauze square 3x3 200/pkg,Gauze square 3x3 200/pkg,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Geiger Measurement,Geiger Measurement,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,GI Panel to Texas A&M,GI Panel to Texas A&M,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Gingivectomy ( Hyperplasia ) Full Mouth,Gingivectomy ( Hyperplasia ) Full Mouth,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Give With Food Labels,Give With Food Labels,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Glitter Vet Wrap,Glitter Vet Wrap,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Gloves - Medium (Kennel),Gloves - Medium (Kennel),evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Gloves surg size 6.5  50/bx,Gloves surg size 6.5  50/bx,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Gloves surg size 7,Gloves surg size 7,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Gloves surg size 7.5,Gloves surg size 7.5,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Gloves- Large (Kennel),Gloves- Large (Kennel),evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Gluture Tissue Adhesive,Gluture Tissue Adhesive,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Gowns-surgical-xlarge,Gowns-surgical-xlarge,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Groom Aid,Groom Aid,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hand Soap - Gallon - (Septisol),Hand Soap - Gallon - (Septisol),evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Handpiece Lubricant Champ lube,Handpiece Lubricant Champ lube,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hard Palate Correction,Hard Palate Correction,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Harmony Fastening Keypods (5-pod set),Harmony Fastening Keypods (5-pod set),evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hay Blends Timothy + Orchard 90 oz,Hay Blends Timothy + Orchard 90 oz,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Health Certificate - Domestic,Health Certificate - Domestic,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Health Certificate - For Sale,Health Certificate - For Sale,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Health Certificate - International,Health Certificate - International,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Health Gard Can,Health Gard Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Heartgard Plus Chew 1-25 # SAMPLE,Heartgard Plus Chew 1-25 # SAMPLE,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Heartgard Plus Chew 25-50 # SAMPLE,Heartgard Plus Chew 25-50 # SAMPLE,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Heartgard Plus Chew 50-100# SAMPLE,Heartgard Plus Chew 50-100# SAMPLE,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Heat Lamp On / Off,Heat Lamp On / Off,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hemablock Syringe Applicator,Hemablock Syringe Applicator,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hematocrit Tubes Statspin,Hematocrit Tubes Statspin,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hemo Nate Blood Filter,Hemo Nate Blood Filter,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hernia - Abdominal,Hernia - Abdominal,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hernia-Diaphragmatic,Hernia-Diaphragmatic,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hernia-Inguinal,Hernia-Inguinal,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hernia-Perineal,Hernia-Perineal,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hernia-Umbilical,Hernia-Umbilical,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Heska Vet/IV 2.2 Infusion Pump (Hospira),Heska Vet/IV 2.2 Infusion Pump (Hospira),evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hill's Feline Adult Indoor Chicken 15.5#,Hill's Feline Adult Indoor Chicken 15.5#,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hill's Feline C/D Chicken 4 lb bag,Hill's Feline C/D Chicken 4 lb bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hill's Feline K/D Starter Kit,Hill's Feline K/D Starter Kit,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hill's K-9 K/D Starter Kit,Hill's K-9 K/D Starter Kit,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hill's K-9 Sensitive Skin & Stomach chicken stew 12.8 oz can,Hill's K-9 Sensitive Skin & Stomach chicken stew 12.8 oz can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hill's K9 Z/D Low Fat 13oz Can,Hill's K9 Z/D Low Fat 13oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hill's K9 Z/D Low Fat 8# Bag,Hill's K9 Z/D Low Fat 8# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hill's Kitten Kit,Hill's Kitten Kit,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hill's Puppy Kit,Hill's Puppy Kit,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline C/D M/Car Chicken 5.5oz Can,Hills Feline C/D M/Car Chicken 5.5oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline C/D M/Car Chk/Veg Stw 2.9oz,Hills Feline C/D M/Car Chk/Veg Stw 2.9oz,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline C/D M/Car O/Fish 5.5oz Can,Hills Feline C/D M/Car O/Fish 5.5oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline C/D M/Car Tun/Veg Stw 2.9oz,Hills Feline C/D M/Car Tun/Veg Stw 2.9oz,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline C/D M/Stress 4# Bag,Hills Feline C/D M/Stress 4# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline C/D M/Strs Ckn/Veg Stw 2.9o,Hills Feline C/D M/Strs Ckn/Veg Stw 2.9o,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline GI Biome 4# Bag,Hills Feline GI Biome 4# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline GI Biome 8.5# Bag,Hills Feline GI Biome 8.5# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline GI Biome Ckn Stew 2.9oz Can,Hills Feline GI Biome Ckn Stew 2.9oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline I/D 4# Bag,Hills Feline I/D 4# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline I/D Chicken Pate 5.5oz Can,Hills Feline I/D Chicken Pate 5.5oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline I/D Ckn/Veg Stew 2.9oz Can,Hills Feline I/D Ckn/Veg Stew 2.9oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline K/D Chicken 4# Bag,Hills Feline K/D Chicken 4# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline K/D Chicken 8.5# Bag,Hills Feline K/D Chicken 8.5# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline K/D Chicken Pate 5.5oz Can,Hills Feline K/D Chicken Pate 5.5oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline K/D Ckn/Veg Stew 2.9oz Can,Hills Feline K/D Ckn/Veg Stew 2.9oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline K/D Early Support Ckn 4# Ba,Hills Feline K/D Early Support Ckn 4# Ba,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline K/D O/Fish 4# Bag,Hills Feline K/D O/Fish 4# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline K/D O/Fish 8.5# Bag,Hills Feline K/D O/Fish 8.5# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline K/D Tun/Veg/ Stew 2.9oz Can,Hills Feline K/D Tun/Veg/ Stew 2.9oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline K/D Tuna Pate 5.5oz Cans,Hills Feline K/D Tuna Pate 5.5oz Cans,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline SD Adt Sens Skin/Stom 15.5#,Hills Feline SD Adt Sens Skin/Stom 15.5#,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline SD Adult 7+ Chicken 16# Ba,Hills Feline SD Adult 7+ Chicken 16# Ba,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline SD Adult Sens Stomach 20#,Hills Feline SD Adult Sens Stomach 20#,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline W/D Chicken 4# Bag,Hills Feline W/D Chicken 4# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline W/D Minced Chkn 5.5oz Can,Hills Feline W/D Minced Chkn 5.5oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline Z/D 8.5# Bag,Hills Feline Z/D 8.5# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills Feline/K9 A/D 5.5oz Can,Hills Feline/K9 A/D 5.5oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills K9 C/D Chicken 13oz Can,Hills K9 C/D Chicken 13oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills K9 C/D Chk/Veg Stew 12.5oz Can,Hills K9 C/D Chk/Veg Stew 12.5oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills K9 C/D M/C Ckn/Veg Stew 5.5oz Can,Hills K9 C/D M/C Ckn/Veg Stew 5.5oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills K9 C/D M/Car Chicken 8.5# Bag,Hills K9 C/D M/Car Chicken 8.5# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills K9 D/D Duck & Potatoe 8# Bag,Hills K9 D/D Duck & Potatoe 8# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills K9 GI Biome 8# Bag,Hills K9 GI Biome 8# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills K9 GI Biome Ckn Stew 12.5oz Can,Hills K9 GI Biome Ckn Stew 12.5oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills K9 GI Biome with Chicken 16# Bag,Hills K9 GI Biome with Chicken 16# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills K9 I/D 17.6# Bag,Hills K9 I/D 17.6# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills K9 I/D Chicken 8.5# Bag,Hills K9 I/D Chicken 8.5# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills K9 I/D Ckn/Veg Stew 12.5oz Can,Hills K9 I/D Ckn/Veg Stew 12.5oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills K9 I/D Ckn/Veg Stew 5.5oz Can,Hills K9 I/D Ckn/Veg Stew 5.5oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills K9 I/D LF Ckn/Veg Stew 12.5oz Can,Hills K9 I/D LF Ckn/Veg Stew 12.5oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills K9 I/D LF Ckn/Veg Stew 5.5oz Can,Hills K9 I/D LF Ckn/Veg Stew 5.5oz Can,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
product,Hills K9 I/D LowFat 17.6# Bag,Hills K9 I/D LowFat 17.6# Bag,evh-products,true,3,0.70,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
